Variable,ID,Indicador,Fuente,Tipo_Unidad_Medida,Unidad_medida,Capítulo..Red.Cómo.Vamos.,Anillo,Capitulo..Bogotá.,Entidad.responsable,Metodo.de.recolección,Descripción.del.indicador,Observaciones,ctype
13-gp-028,v3_gp_028,Capacidad de autofinanciamiento del funcionamiento,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el gastos de financiamiento sobre los ingresos corrientes de libre destinación,.,Nu
13-gp-029,v3_gp_029,Crecimiento interanual real del gasto del Distrito Capital,Secretaría de Hacienda.,Porcentaje,Variación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide la tasa de crecimiento interanual real de los gastos en el Distrito,.,Nu
13-gp-030,v3_gp_030,Crecimiento interanual real del gasto de la Administración Central,Secretaría de Hacienda.,Porcentaje,Variación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide la tasa de crecimiento interanual real de los gastos en la  Administración Central,.,Nu
13-gp-031,v3_gp_031,Ejecución presupuestal por autorización de giros de la Administración Central,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el presupuesto ejecutado de la Administración Central sobre el  presupuesto de la Administración Central,.,Nu
13-gp-032,v3_gp_032,Ejecución presupuestal por autorización de giros de los Establecimientos Públicos,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el presupuesto ejecutado de los Establecimientos Públicos sobre el presupuesto de los Establecimientos Públicos,.,Nu
13-gp-033,v3_gp_033,Ejecución presupuestal por autorización de giros de los Fondos de Desarrollo Local,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el presupuesto ejecutado de los Fondos de Desarrollo Local sobre el presupuesto de los Fondos de Desarrollo Local,.,Nu
13-gp-034,v3_gp_034,Ejecución presupuestal por autorización de giros las Empresas Industriales y Comerciales,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el presupuesto ejecutado de las Empresas Industriales y Comerciales sobre el presupuesto de las Empresas Industriales y Comerciales,.,Nu
13-gp-035,v3_gp_035,Magnitud de la inversión,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el gasto total en inversión sobre el total del gastos,.,Nu
13-gp-036,v3_gp_036,Porcentaje de gasto de funcionamiento de la Administración Central sobre los gastos totales de la Administración Central,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el gasto de funcionamiento de la Administración Central sobre los gastos totales de la Administración Central,.,Nu
13-gp-037,v3_gp_037,Porcentaje de gasto de funcionamiento de los Establecimientos Públicos sobre los  gastos totales de los Establecimientos Públicos,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el gasto de funcionamiento de los Establecimientos Públicos sobre los  gastos totales de los Establecimientos Públicos,.,Nu
13-gp-038,v3_gp_038,Porcentaje de gasto de funcionamiento de los Fondos de Desarrollo Local sobre los  gastos totales de los  Fondos de Desarrollo Local,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide los gasto de funcionamiento de los Fondos de Desarrollo Local sobre los  gastos totales de los  Fondos de Desarrollo Local. A partir de 2010 con el Decreto 372 se incorporan en los FDL los gastos de funcionamiento como las apropiaciones para atender los gastos generales inherentes al funcionamiento de los FDL sin incluir gastos de personal.,.,Nu
13-gp-039,v3_gp_039,Porcentaje de gasto de funcionamiento de las Empresas Industriales y Comerciales sobre los gastos totales de las Empresas Industriales y Comerciales,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el gasto de funcionamiento de las Empresas Industriales y Comerciales sobre los gastos totales de las Empresas Industriales y Comerciales,.,Nu
13-gp-040,v3_gp_040,Composición de la Deuda (Deuda externa),Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide la deuda externa sobre el total de la deuda,.,Nu
13-gp-041,v3_gp_041,Composición de la Deuda (Deuda interna),Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide la deuda interna sobre el total deuda,.,Nu
13-gp-042,v3_gp_042,Composición de la Deuda por fuentes (Deuda Multilateral),Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide la deuda de fomento sobre el total de la deuda,.,Nu
13-gp-043,v3_gp_043,Composición de la Deuda (Deuda Fomento),Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide la deuda multilateral sobre el total deuda,.,Nu
13-gp-044,v3_gp_044,Composición de la Deuda (Deuda en bonos),Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Mide la deuda en bonos sobre el total deuda. En 2008 la Banca Comercial tuvo una participación de 0,62%, a partir de 2009 está no ha tenido participación en la composición de la deuda en el Distrito Capital",.,Nu
13-gp-045,v3_gp_045,Respaldo de la deuda o magnitud de la deuda,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el saldo total de la deuda sobre los ingresos totales,.,Nu
13-gp-007,v3_gp_007,Saldo de la deuda/ingresos corrientes (ley 358 - 1997,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el saldo de la deuda final sobre los ingresos corrientes del mismo periodo,.,Nu
13-gp-046,v3_gp_046,Calificación de la Deuda - Moody's Investors Service: Moneda Legal,Secretaría de Hacienda.,Texto,Nota de la calificación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Calificación riesgo de la deuda (AAA, AA+, AA-, AA, BBB, BB+, BB-, CCC, DD, E)",.,Ca
13-gp-047,v3_gp_047,Calificación de la Deuda - Moody's Investors Service: Moneda Externa,Secretaría de Hacienda.,Texto,Nota de la calificación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Calificación riesgo de la deuda (AAA, AA+, AA-, AA, BBB, BB+, BB-, CCC, DD, E)",.,Ca
13-gp-048,v3_gp_048,Calificación de la Deuda - Standard&Poor's: Moneda Legal,Secretaría de Hacienda.,Texto,Nota de la calificación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Calificación riesgo de la deuda (AAA, AA+, AA-, AA, BBB, BB+, BB-, CCC, DD, E)",.,Ca
13-gp-049,v3_gp_049,Calificación de la Deuda - Standard&Poor's: Moneda Externa,Secretaría de Hacienda.,Texto,Nota de la calificación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Calificación riesgo de la deuda (AAA, AA+, AA-, AA, BBB, BB+, BB-, CCC, DD, E)",.,Ca
13-gp-050,v3_gp_050,Calificación de la Deuda - Fitch Ratings - International Public Finance: Moneda Legal,Secretaría de Hacienda.,Texto,Nota de la calificación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Calificación riesgo de la deuda (AAA, AA+, AA-, AA, BBB, BB+, BB-, CCC, DD, E)",.,Ca
13-gp-051,v3_gp_051,Calificación de la Deuda - Fitch Ratings - International Public Finance: Moneda Externa,Secretaría de Hacienda.,Texto,Nota de la calificación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Calificación riesgo de la deuda (AAA, AA+, AA-, AA, BBB, BB+, BB-, CCC, DD, E)",.,Ca
13-gp-052,v3_gp_052,Calificación de la Deuda - Fitch Ratings Colombia S.A SCV.,Secretaría de Hacienda.,Texto,Nota de la calificación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Calificación riesgo de la deuda (AAA, AA+, AA-, AA, BBB, BB+, BB-, CCC, DD, E)",.,Ca
13-gp-053,v3_gp_053,Calificación de la Deuda - BRC Investor Services S.A.,Secretaría de Hacienda.,Texto,Nota de la calificación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Calificación riesgo de la deuda (AAA, AA+, AA-, AA, BBB, BB+, BB-, CCC, DD, E)",.,Ca
14-ee-004,v4_ee_004,Empresas creadas,CCB,Número,Empresas,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Cámara de Comercio de Bogotá,Registro Administrativo,Mide el número de empresas creadas en la ciudad.,.,Nu
14-ee-005,v4_ee_005,Empresas canceladas,CCB,Número,Empresas,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Cámara de Comercio de Bogotá,Registro Administrativo,Mide el número empresas canceladas,.,Nu
14-ee-006,v4_ee_006,Posición de Bogotá en el escalafón de América Economía Intelligence,CCB,Número,Posición en el ranking,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Cámara de Comercio de Bogotá,Encuesta,Establece un ranking de la atracción de las ciudades para hacer negocios.,.,Nu
14-ee-007,v4_ee_007,Doing Business,CCB,Número,índice de 0 a 100,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Cámara de Comercio de Bogotá,Encuesta,Analiza y compara las normas que regulan las actividades de las pequeñas y medianas empresas locales en 183 economías.,.,Nu
14-ee-008,v4_ee_008,Posición de Bogotá en el escalafón INAI,Universidad del Rosario,Número,Posición en el ranking,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Universidad del Rosario,Estudios,http://www.urosario.edu.co/urosario_files/9d/9d96f884-d433-45a8-947b-4e9877596f63.pdf,.,Nu
14-ee-009,v4_ee_009,Promedio ocupación hotelera de la ciudad,Instituto Distrital de Turismo.,Porcentaje,Porción,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Instituto Distrital de Turismo.,Sin información.,Calculos Observatorio de Turismo de Bogotá del IDT,.,Nu
14-ee-010,v4_ee_010,Total de turistas nacionales llegados a Bogotá,Instituto Distrital de Turismo.,Número,Personas,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Instituto Distrital de Turismo.,Encuesta,Calculos Observatorio de Turismo de Bogotá del IDT -Encuesta de Viajeros a Bogotá,.,Nu
14-ee-011,v4_ee_011,Total de turistas internacionales llegados a Bogotá,Instituto Distrital de Turismo.,Número,Personas,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Instituto Distrital de Turismo.,Encuesta,Calculos Observatorio de Turismo de Bogotá del IDT -Encuesta de Viajeros a Bogotá,.,Nu
14-ee-012,v4_ee_012,Tasa de crecimiento del PIB,DANE,Porcentaje,Variación,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,DANE,Encuesta,Mide la tasa de crecimiento interanual real de la economía a traves del Producto Interno Bruto,.,Nu
14-ee-013,v4_ee_013,PIB per cápita a precios corrientes (pesos),DANE,Número,Pesos,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,DANE,Encuesta,Mide el PIB a precios corrientes por habitante,.,Nu
14-ee-014,v4_ee_014,PIB per cápita a dólares a precios corrientes,Secretaría de Desarrollo,Número,Dólares,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Secretaría de Desarrollo,Registro Administrativo,Mide el PIB  per cápita a dólares a precios corrientes,.,Nu
14-ee-015,v4_ee_015,Valor de la Inversión Extranjera Directa,CCB,Número,Pesos,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Cámara de Comercio de Bogotá,Registro Administrativo,Mide el valor de la inversión extranjera directa medida en millones de dólares.  (No incluye inversión en petróleos ni en portafolio),.,Nu
14-ee-001,v4_ee_001,Tasa de inflación,DANE,Porcentaje,Variación,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,DANE,Encuesta,Mide la variación de precios de una canasta de bienes y servicios representativos del consumo de los hogares de una ciudad,.,Nu
14-ee-016,v4_ee_016,Tasa de crecimiento de las exportaciones,CCB,Porcentaje,Variación,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Cámara de Comercio de Bogotá,Registro Administrativo,Mide la tasa de crecimiento de las exportaciones,.,Nu
14-ee-017,v4_ee_017,Valor de las exportaciones (Dólares FOB),CCB,Número,Dólares,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Cámara de Comercio de Bogotá,Registro Administrativo,Mide el valor de las exportaciones (Dólares FOB),.,Nu
14-ee-018,v4_ee_018,Tasa de crecimiento de las importaciones,CCB,Porcentaje,Variación,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Cámara de Comercio de Bogotá,Registro Administrativo,Mide la tasa de crecimiento de las importaciones,.,Nu
14-ee-019,v4_ee_019,Valor de las importaciones (Dólares CIF),CCB,Número,Dólares,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Cámara de Comercio de Bogotá,Registro Administrativo,Mide el valor de las importaciones (Dólares CIF),.,Nu
